EmployeeNumber,Department,JobRole,MonthlyIncome,PerformanceRating,YearsAtCompany,Bonus,Deductions,NetSalary,PerformanceScore,Deduction
1088,Research & Development,Healthcare Representative,8823.0,3.0,19.0,882.3000000000001,441.15,9264.15,98.0,441.15000000000003
1092,Research & Development,Healthcare Representative,10322.0,4.0,11.0,1032.2,516.1,10838.1,102.0,516.1
1094,Research & Development,Laboratory Technician,4621.0,3.0,3.0,462.1,231.05,4852.05,66.0,231.05
1096,Research & Development,Manufacturing Director,10976.0,3.0,3.0,1097.6,548.8000000000001,11524.800000000001,66.0,548.8000000000001
1097,Research & Development,Research Scientist,3660.0,3.0,8.0,366.0,183.0,3843.0,76.0,183.0
1098,Human Resources,Human Resources,10482.0,3.0,20.0,1048.2,524.1,11006.1,100.0,524.1
1099,Research & Development,Healthcare Representative,7119.0,3.0,3.0,711.9000000000001,355.95000000000005,7474.95,66.0,355.95000000000005
1100,Sales,Sales Executive,9582.0,4.0,8.0,958.2,479.1,10061.1,96.0,479.1
1101,Research & Development,Research Scientist,4508.0,4.0,13.0,450.8,225.4,4733.400000000001,106.0,225.4
1102,Research & Development,Laboratory Technician,2207.0,3.0,4.0,220.7,110.35,2317.35,68.0,110.35000000000001
1103,Research & Development,Healthcare Representative,7756.0,3.0,6.0,775.6,387.8,8143.8,72.0,387.8
1105,Sales,Sales Executive,6694.0,3.0,1.0,669.4000000000001,334.70000000000005,7028.7,62.0,334.70000000000005
1106,Research & Development,Laboratory Technician,3691.0,3.0,7.0,369.1,184.55,3875.5499999999997,74.0,184.55
1107,Research & Development,Laboratory Technician,2377.0,4.0,1.0,237.7,118.85,2495.85,82.0,118.85000000000001
1108,Research & Development,Research Scientist,2313.0,4.0,2.0,231.3,115.65,2428.65,84.0,115.65
1109,Research & Development,Manager,17665.0,3.0,22.0,1766.5,883.25,18548.25,104.0,883.25
1111,Research & Development,Laboratory Technician,2596.0,3.0,1.0,259.6,129.8,2725.7999999999997,62.0,129.8
1113,Sales,Sales Executive,4728.0,3.0,0.0,472.8,236.4,4964.400000000001,60.0,236.4
1114,Sales,Sales Executive,4302.0,3.0,3.0,430.2000000000001,215.1,4517.099999999999,66.0,215.10000000000002
1115,Research & Development,Research Scientist,2979.0,3.0,0.0,297.90000000000003,148.95000000000002,3127.9500000000003,60.0,148.95000000000002
1116,Research & Development,Manager,16885.0,4.0,5.0,1688.5,844.25,17729.25,90.0,844.25
1117,Sales,Sales Executive,5593.0,3.0,15.0,559.3000000000001,279.65000000000003,5872.650000000001,90.0,279.65000000000003
1118,Research & Development,Healthcare Representative,10445.0,3.0,8.0,1044.5,522.25,10967.25,76.0,522.25
1119,Sales,Sales Executive,8740.0,3.0,8.0,874.0,437.0,9177.0,76.0,437.0
1120,Research & Development,Research Scientist,2514.0,4.0,7.0,251.4,125.7,2639.7000000000003,94.0,125.7
1121,Research & Development,Manufacturing Director,7655.0,3.0,9.0,765.5,382.75,8037.75,78.0,382.75
1124,Sales,Manager,17465.0,3.0,12.0,1746.5,873.25,18338.25,84.0,873.25
1125,Sales,Sales Executive,7351.0,3.0,1.0,735.1,367.55,7718.55,62.0,367.55
1126,Research & Development,Manufacturing Director,10820.0,3.0,8.0,1082.0,541.0,11361.0,76.0,541.0
1127,Research & Development,Healthcare Representative,12169.0,3.0,18.0,1216.9,608.45,12777.449999999999,96.0,608.45
1128,Research & Development,Research Director,19626.0,3.0,20.0,1962.6,981.3,20607.3,100.0,981.3000000000001
1131,Research & Development,Research Scientist,2070.0,3.0,2.0,207.0,103.5,2173.5,64.0,103.5
1132,Research & Development,Laboratory Technician,6782.0,3.0,5.0,678.2,339.1,7121.099999999999,70.0,339.1
1133,Research & Development,Manufacturing Director,7779.0,4.0,11.0,777.9000000000001,388.9500000000001,8167.95,102.0,388.95000000000005
1135,Sales,Sales Representative,2791.0,3.0,2.0,279.1,139.55,2930.5499999999997,64.0,139.55
1136,Research & Development,Research Scientist,3201.0,3.0,5.0,320.1,160.05,3361.0499999999997,70.0,160.05
1137,Sales,Sales Executive,4968.0,3.0,5.0,496.8,248.4,5216.400000000001,70.0,248.4
1138,Sales,Sales Executive,13120.0,3.0,9.0,1312.0,656.0,13776.0,78.0,656.0
1140,Research & Development,Manufacturing Director,4033.0,3.0,3.0,403.3,201.65,4234.650000000001,66.0,201.65
1143,Research & Development,Research Scientist,3291.0,3.0,7.0,329.1,164.55,3455.5499999999997,74.0,164.55
1148,Research & Development,Laboratory Technician,4272.0,3.0,1.0,427.2000000000001,213.6,4485.599999999999,62.0,213.60000000000002
1150,Research & Development,Manufacturing Director,5056.0,3.0,10.0,505.6,252.8,5308.8,80.0,252.8
1152,Human Resources,Human Resources,2844.0,3.0,7.0,284.40000000000003,142.20000000000002,2986.2000000000003,74.0,142.20000000000002
1154,Research & Development,Research Scientist,2703.0,3.0,3.0,270.3,135.15,2838.15,66.0,135.15
1156,Research & Development,Laboratory Technician,1904.0,3.0,0.0,190.4,95.2,1999.2,60.0,95.2
1157,Sales,Sales Executive,8224.0,3.0,5.0,822.4000000000001,411.2000000000001,8635.199999999999,70.0,411.20000000000005
1158,Research & Development,Laboratory Technician,4766.0,3.0,1.0,476.6,238.3,5004.3,62.0,238.3
1160,Research & Development,Laboratory Technician,2610.0,3.0,2.0,261.0,130.5,2740.5,64.0,130.5
1161,Research & Development,Healthcare Representative,5731.0,3.0,6.0,573.1,286.55,6017.55,72.0,286.55
1162,Research & Development,Research Scientist,2539.0,3.0,4.0,253.9,126.95,2665.9500000000003,68.0,126.95
1163,Sales,Sales Executive,5714.0,4.0,6.0,571.4,285.7,5999.7,92.0,285.7
1164,Human Resources,Human Resources,4323.0,3.0,5.0,432.3,216.15,4539.150000000001,70.0,216.15
1165,Sales,Sales Executive,7336.0,3.0,11.0,733.6,366.8,7702.8,82.0,366.8
1166,Research & Development,Research Director,13499.0,3.0,18.0,1349.9,674.95,14173.949999999999,96.0,674.95
1167,Sales,Sales Executive,13758.0,3.0,21.0,1375.8000000000002,687.9000000000001,14445.9,102.0,687.9000000000001
1171,Sales,Sales Executive,5155.0,3.0,6.0,515.5,257.75,5412.75,72.0,257.75
1172,Research & Development,Laboratory Technician,2258.0,3.0,8.0,225.8,112.9,2370.9,76.0,112.9
1173,Research & Development,Laboratory Technician,3597.0,4.0,4.0,359.70000000000005,179.85000000000002,3776.85,88.0,179.85000000000002
1175,Research & Development,Laboratory Technician,2515.0,3.0,1.0,251.5,125.75,2640.75,62.0,125.75
1177,Research & Development,Laboratory Technician,4420.0,4.0,8.0,442.0,221.0,4641.0,96.0,221.0
1179,Sales,Sales Executive,6578.0,3.0,10.0,657.8000000000001,328.90000000000003,6906.900000000001,80.0,328.90000000000003
1180,Research & Development,Research Scientist,4422.0,3.0,1.0,442.2000000000001,221.1,4643.099999999999,62.0,221.10000000000002
1182,Research & Development,Manufacturing Director,10274.0,3.0,7.0,1027.4,513.7,10787.699999999999,74.0,513.7
1184,Research & Development,Healthcare Representative,5343.0,4.0,13.0,534.3000000000001,267.15000000000003,5610.150000000001,106.0,267.15000000000003
1185,Research & Development,Laboratory Technician,2376.0,3.0,2.0,237.6,118.8,2494.7999999999997,64.0,118.80000000000001
1188,Sales,Sales Executive,5346.0,3.0,4.0,534.6,267.3,5613.3,68.0,267.3
1190,Sales,Sales Representative,2827.0,3.0,1.0,282.7,141.35,2968.35,62.0,141.35
1191,Research & Development,Manager,19943.0,3.0,5.0,1994.3,997.15,20940.149999999998,70.0,997.1500000000001
1192,Research & Development,Laboratory Technician,3131.0,3.0,10.0,313.1,156.55,3287.5499999999997,80.0,156.55
1193,Research & Development,Research Scientist,2552.0,4.0,1.0,255.2,127.6,2679.6,82.0,127.60000000000001
1195,Research & Development,Research Scientist,4477.0,3.0,3.0,447.7000000000001,223.85,4700.849999999999,66.0,223.85000000000002
1196,Research & Development,Manufacturing Director,6474.0,3.0,14.0,647.4000000000001,323.70000000000005,6797.7,88.0,323.70000000000005
1198,Research & Development,Laboratory Technician,3033.0,3.0,2.0,303.3,151.65,3184.65,64.0,151.65
1200,Research & Development,Research Scientist,2936.0,3.0,6.0,293.6,146.8,3082.7999999999997,72.0,146.8
1201,Research & Development,Manager,18606.0,3.0,7.0,1860.6,930.3,19536.3,74.0,930.3000000000001
1202,Research & Development,Research Scientist,2168.0,3.0,5.0,216.8,108.4,2276.4,70.0,108.4
1203,Research & Development,Research Scientist,2853.0,3.0,0.0,285.3,142.65,2995.65,60.0,142.65
1204,Sales,Manager,17048.0,4.0,26.0,1704.8000000000002,852.4000000000001,17900.399999999998,132.0,852.4000000000001
1206,Research & Development,Research Scientist,2290.0,3.0,0.0,229.0,114.5,2404.5,60.0,114.5
1207,Human Resources,Human Resources,3600.0,3.0,5.0,360.0,180.0,3780.0,70.0,180.0
1210,Research & Development,Research Scientist,2107.0,3.0,1.0,210.7,105.35,2212.35,62.0,105.35000000000001
1211,Sales,Sales Executive,4115.0,3.0,4.0,411.5,205.75,4320.75,68.0,205.75
1212,Sales,Sales Executive,4327.0,3.0,0.0,432.7000000000001,216.35,4543.349999999999,60.0,216.35000000000002
1215,Research & Development,Manager,17856.0,4.0,2.0,1785.6,892.8000000000001,18748.8,84.0,892.8000000000001
1216,Research & Development,Laboratory Technician,3196.0,3.0,6.0,319.6,159.8,3355.7999999999997,72.0,159.8
1217,Research & Development,Research Director,19081.0,3.0,4.0,1908.1,954.05,20035.05,68.0,954.0500000000001
1218,Sales,Sales Executive,8966.0,3.0,7.0,896.6,448.3,9414.300000000001,74.0,448.3
1219,Research & Development,Laboratory Technician,2210.0,3.0,1.0,221.0,110.5,2320.5,62.0,110.5
1220,Sales,Sales Executive,4539.0,3.0,10.0,453.9,226.95,4765.95,80.0,226.95000000000002
1221,Research & Development,Laboratory Technician,2741.0,3.0,7.0,274.1,137.05,2878.0499999999997,74.0,137.05
1224,Research & Development,Laboratory Technician,3491.0,3.0,10.0,349.1,174.55,3665.5499999999997,80.0,174.55
1225,Research & Development,Research Scientist,4541.0,4.0,20.0,454.1,227.05,4768.05,120.0,227.05
1226,Sales,Sales Representative,2678.0,3.0,2.0,267.8,133.9,2811.9,64.0,133.9
1228,Research & Development,Manufacturing Director,7379.0,3.0,6.0,737.9000000000001,368.9500000000001,7747.95,72.0,368.95000000000005
1231,Human Resources,Human Resources,6272.0,3.0,4.0,627.2,313.6,6585.599999999999,68.0,313.6
1233,Sales,Sales Executive,5220.0,3.0,11.0,522.0,261.0,5481.0,82.0,261.0
1234,Research & Development,Laboratory Technician,2743.0,4.0,2.0,274.3,137.15,2880.15,84.0,137.15
1235,Research & Development,Research Scientist,4998.0,3.0,8.0,499.8,249.9,5247.900000000001,76.0,249.9
1237,Research & Development,Manufacturing Director,10252.0,4.0,7.0,1025.2,512.6,10764.6,94.0,512.6
1238,Research & Development,Research Scientist,2781.0,3.0,14.0,278.1,139.05,2920.0499999999997,88.0,139.05
1239,Sales,Sales Executive,6852.0,3.0,5.0,685.2,342.6,7194.599999999999,70.0,342.6
1240,Sales,Sales Executive,4950.0,3.0,4.0,495.0,247.5,5197.5,68.0,247.5
1241,Research & Development,Research Scientist,3579.0,4.0,11.0,357.90000000000003,178.95000000000002,3757.9500000000003,102.0,178.95000000000002
1242,Research & Development,Research Director,13191.0,3.0,1.0,1319.1,659.5500000000001,13850.550000000001,62.0,659.5500000000001
1243,Sales,Sales Executive,10377.0,3.0,13.0,1037.7,518.85,10895.85,86.0,518.85
1244,Research & Development,Research Scientist,2235.0,3.0,9.0,223.5,111.75,2346.75,78.0,111.75
1245,Research & Development,Manufacturing Director,10502.0,3.0,5.0,1050.2,525.1,11027.1,70.0,525.1
1246,Research & Development,Research Scientist,2011.0,3.0,10.0,201.1,100.55,2111.5499999999997,80.0,100.55000000000001
1248,Research & Development,Research Scientist,1859.0,4.0,1.0,185.9,92.95,1951.95,82.0,92.95
1249,Research & Development,Research Scientist,3760.0,3.0,3.0,376.0,188.0,3948.0,66.0,188.0
1250,Research & Development,Research Director,17779.0,3.0,10.0,1777.9,888.95,18667.95,80.0,888.95
1251,Research & Development,Healthcare Representative,6833.0,3.0,6.0,683.3000000000001,341.65000000000003,7174.650000000001,72.0,341.65000000000003
1252,Research & Development,Healthcare Representative,6812.0,3.0,10.0,681.2,340.6,7152.599999999999,80.0,340.6
1254,Sales,Sales Executive,5171.0,3.0,6.0,517.1,258.55,5429.55,72.0,258.55
1255,Research & Development,Research Director,19740.0,3.0,8.0,1974.0,987.0,20727.0,76.0,987.0
1256,Research & Development,Manager,18711.0,3.0,1.0,1871.1,935.55,19646.55,62.0,935.5500000000001
1257,Research & Development,Research Scientist,3692.0,3.0,11.0,369.2000000000001,184.6,3876.6000000000004,82.0,184.60000000000002
1258,Research & Development,Laboratory Technician,2559.0,3.0,1.0,255.9,127.95,2686.9500000000003,62.0,127.95
1259,Research & Development,Research Scientist,2517.0,3.0,5.0,251.7,125.85,2642.85,70.0,125.85000000000001
1260,Research & Development,Healthcare Representative,6623.0,3.0,6.0,662.3000000000001,331.15000000000003,6954.150000000001,72.0,331.15000000000003
1263,Research & Development,Research Director,18265.0,3.0,1.0,1826.5,913.25,19178.25,62.0,913.25
1264,Research & Development,Research Director,16124.0,3.0,7.0,1612.4,806.2,16930.2,74.0,806.2
1265,Research & Development,Research Scientist,2585.0,3.0,1.0,258.5,129.25,2714.25,62.0,129.25
1267,Sales,Manager,18213.0,3.0,22.0,1821.3,910.65,19123.649999999998,104.0,910.6500000000001
1268,Sales,Sales Executive,8380.0,3.0,9.0,838.0,419.0,8799.0,78.0,419.0
1269,Research & Development,Research Scientist,2994.0,3.0,1.0,299.40000000000003,149.70000000000002,3143.7000000000003,62.0,149.70000000000002
1270,Research & Development,Research Scientist,1223.0,4.0,1.0,122.3,61.150000000000006,1284.1499999999999,82.0,61.150000000000006
1273,Sales,Sales Representative,1118.0,3.0,1.0,111.8,55.900000000000006,1173.8999999999999,62.0,55.900000000000006
1275,Research & Development,Research Scientist,2875.0,4.0,8.0,287.5,143.75,3018.75,96.0,143.75
1277,Sales,Manager,18824.0,3.0,24.0,1882.4,941.2,19765.2,108.0,941.2
1278,Research & Development,Healthcare Representative,13577.0,3.0,33.0,1357.7,678.85,14255.85,126.0,678.85
1279,Research & Development,Laboratory Technician,2625.0,4.0,2.0,262.5,131.25,2756.25,84.0,131.25
1280,Sales,Manager,18789.0,3.0,11.0,1878.9,939.45,19728.45,82.0,939.45
1281,Sales,Sales Executive,4538.0,3.0,3.0,453.8,226.9,4764.900000000001,66.0,226.9
1282,Sales,Manager,19847.0,4.0,29.0,1984.7,992.35,20839.350000000002,138.0,992.35
1283,Research & Development,Manufacturing Director,10512.0,3.0,9.0,1051.2,525.6,11037.6,78.0,525.6
1285,Research & Development,Laboratory Technician,4444.0,3.0,11.0,444.4,222.2,4666.2,82.0,222.20000000000002
1286,Research & Development,Laboratory Technician,2154.0,3.0,4.0,215.4,107.7,2261.7000000000003,68.0,107.7
1288,Research & Development,Manager,19190.0,3.0,25.0,1919.0,959.5,20149.5,110.0,959.5
1289,Human Resources,Human Resources,4490.0,3.0,10.0,449.0,224.5,4714.5,80.0,224.5
1291,Research & Development,Research Scientist,3506.0,3.0,3.0,350.6,175.3,3681.2999999999997,66.0,175.3
1292,Research & Development,Research Scientist,2372.0,3.0,1.0,237.2,118.6,2490.6,62.0,118.60000000000001
1293,Sales,Sales Executive,10231.0,3.0,21.0,1023.1,511.55,10742.550000000001,102.0,511.55
1294,Research & Development,Manufacturing Director,5410.0,3.0,16.0,541.0,270.5,5680.5,92.0,270.5
1295,Research & Development,Healthcare Representative,7978.0,3.0,10.0,797.8000000000001,398.9,8376.9,80.0,398.90000000000003
1296,Research & Development,Laboratory Technician,3867.0,3.0,2.0,386.7000000000001,193.35,4060.35,64.0,193.35000000000002
1297,Research & Development,Laboratory Technician,2838.0,3.0,7.0,283.8,141.9,2979.9,74.0,141.9
1298,Research & Development,Manufacturing Director,4695.0,3.0,8.0,469.5,234.75,4929.75,76.0,234.75
1299,Research & Development,Laboratory Technician,3339.0,3.0,7.0,333.90000000000003,166.95000000000002,3505.9500000000003,74.0,166.95000000000002
1301,Research & Development,Research Scientist,2080.0,3.0,3.0,208.0,104.0,2184.0,66.0,104.0
1303,Research & Development,Research Scientist,2096.0,3.0,2.0,209.6,104.8,2200.7999999999997,64.0,104.80000000000001
1304,Sales,Sales Executive,6209.0,3.0,10.0,620.9000000000001,310.45000000000005,6519.45,80.0,310.45000000000005
1306,Research & Development,Manager,18061.0,4.0,0.0,1806.1,903.05,18964.05,80.0,903.0500000000001
1307,Research & Development,Manager,17123.0,3.0,19.0,1712.3000000000002,856.1500000000001,17979.149999999998,98.0,856.1500000000001
1308,Research & Development,Research Scientist,2372.0,3.0,2.0,237.2,118.6,2490.6,64.0,118.60000000000001
1309,Research & Development,Laboratory Technician,4883.0,3.0,10.0,488.3,244.15,5127.150000000001,80.0,244.15
1310,Research & Development,Research Scientist,3904.0,3.0,5.0,390.4,195.2,4099.2,70.0,195.20000000000002
1311,Research & Development,Laboratory Technician,4627.0,3.0,9.0,462.7000000000001,231.35,4858.349999999999,78.0,231.35000000000002
1312,Research & Development,Healthcare Representative,7094.0,3.0,7.0,709.4000000000001,354.70000000000005,7448.7,74.0,354.70000000000005
1314,Human Resources,Human Resources,3423.0,3.0,7.0,342.3,171.15,3594.15,74.0,171.15
1315,Research & Development,Laboratory Technician,6674.0,3.0,9.0,667.4000000000001,333.70000000000005,7007.7,78.0,333.70000000000005
1317,Research & Development,Research Director,16880.0,3.0,3.0,1688.0,844.0,17724.0,66.0,844.0
1318,Sales,Sales Executive,9094.0,3.0,5.0,909.4,454.7000000000001,9548.699999999999,70.0,454.70000000000005
1319,Sales,Sales Executive,8446.0,3.0,8.0,844.6,422.3,8868.300000000001,76.0,422.3
1321,Research & Development,Manager,11916.0,4.0,9.0,1191.6,595.8000000000001,12511.800000000001,98.0,595.8000000000001
1322,Research & Development,Manufacturing Director,4534.0,3.0,8.0,453.4,226.7,4760.7,76.0,226.70000000000002
1324,Sales,Sales Executive,9852.0,3.0,10.0,985.2,492.6,10344.6,80.0,492.6
1329,Sales,Sales Executive,6151.0,3.0,19.0,615.1,307.55,6458.55,98.0,307.55
1331,Sales,Sales Representative,2302.0,3.0,3.0,230.2,115.1,2417.1,66.0,115.10000000000001
1333,Research & Development,Laboratory Technician,2362.0,3.0,3.0,236.2,118.1,2480.1,66.0,118.10000000000001
1334,Research & Development,Manager,17861.0,3.0,20.0,1786.1,893.0500000000001,18754.05,100.0,893.0500000000001
1336,Research & Development,Manager,19187.0,3.0,19.0,1918.7,959.35,20146.350000000002,98.0,959.35
1338,Human Resources,Manager,19717.0,3.0,7.0,1971.7,985.85,20702.850000000002,74.0,985.85
1340,Research & Development,Research Scientist,3544.0,3.0,4.0,354.40000000000003,177.20000000000002,3721.2000000000003,68.0,177.20000000000002
1344,Research & Development,Healthcare Representative,8500.0,3.0,9.0,850.0,425.0,8925.0,78.0,425.0
1346,Research & Development,Research Scientist,4661.0,3.0,9.0,466.1,233.05,4894.05,78.0,233.05
1349,Sales,Sales Executive,4103.0,3.0,9.0,410.3,205.15,4308.150000000001,78.0,205.15
1350,Research & Development,Research Scientist,4249.0,3.0,9.0,424.9,212.45,4461.45,78.0,212.45000000000002
1352,Human Resources,Manager,14026.0,3.0,33.0,1402.6,701.3000000000001,14727.300000000001,126.0,701.3000000000001
1355,Sales,Sales Executive,6893.0,3.0,7.0,689.3000000000001,344.65000000000003,7237.650000000001,74.0,344.65000000000003
1356,Sales,Sales Executive,6125.0,3.0,10.0,612.5,306.25,6431.25,80.0,306.25
1358,Research & Development,Laboratory Technician,3669.0,3.0,3.0,366.9,183.45,3852.4500000000003,66.0,183.45000000000002
1360,Research & Development,Manufacturing Director,10008.0,3.0,10.0,1000.8,500.4,10508.4,80.0,500.40000000000003
1361,Research & Development,Laboratory Technician,2387.0,4.0,4.0,238.7,119.35,2506.35,88.0,119.35000000000001
1362,Sales,Sales Executive,4639.0,3.0,15.0,463.9,231.95,4870.95,90.0,231.95000000000002
1363,Research & Development,Manufacturing Director,7898.0,3.0,10.0,789.8000000000001,394.9,8292.9,80.0,394.90000000000003
1364,Sales,Sales Representative,2534.0,3.0,1.0,253.4,126.7,2660.7000000000003,62.0,126.7
1367,Research & Development,Manufacturing Director,13142.0,3.0,5.0,1314.2,657.1,13799.1,70.0,657.1
1368,Research & Development,Laboratory Technician,1611.0,3.0,0.0,161.10000000000002,80.55000000000001,1691.55,60.0,80.55000000000001
1369,Research & Development,Laboratory Technician,5363.0,3.0,9.0,536.3000000000001,268.15000000000003,5631.150000000001,78.0,268.15000000000003
1371,Sales,Sales Executive,5071.0,4.0,6.0,507.1,253.55,5324.55,92.0,253.55
1372,Sales,Sales Executive,13695.0,3.0,19.0,1369.5,684.75,14379.75,98.0,684.75
1373,Research & Development,Manufacturing Director,13402.0,3.0,19.0,1340.2,670.1,14072.1,98.0,670.1
1374,Research & Development,Research Scientist,2029.0,4.0,5.0,202.9,101.45,2130.4500000000003,90.0,101.45
1375,Research & Development,Healthcare Representative,6377.0,4.0,12.0,637.7,318.85,6695.849999999999,104.0,318.85
1377,Research & Development,Laboratory Technician,5429.0,3.0,8.0,542.9,271.45,5700.45,76.0,271.45
1379,Sales,Sales Representative,2785.0,3.0,1.0,278.5,139.25,2924.25,62.0,139.25
1380,Sales,Sales Executive,4614.0,3.0,4.0,461.4,230.7,4844.7,68.0,230.70000000000002
1382,Research & Development,Research Scientist,2610.0,3.0,4.0,261.0,130.5,2740.5,68.0,130.5
1383,Research & Development,Healthcare Representative,6687.0,3.0,14.0,668.7,334.35,7021.349999999999,88.0,334.35
1387,Sales,Sales Executive,4724.0,3.0,5.0,472.4,236.2,4960.2,70.0,236.20000000000002
1389,Research & Development,Manufacturing Director,6179.0,3.0,10.0,617.9000000000001,308.95000000000005,6487.95,80.0,308.95000000000005
1390,Sales,Sales Executive,6120.0,3.0,5.0,612.0,306.0,6426.0,70.0,306.0
1391,Sales,Sales Executive,10596.0,3.0,4.0,1059.6,529.8000000000001,11125.800000000001,68.0,529.8000000000001
1392,Research & Development,Research Scientist,5467.0,3.0,6.0,546.7,273.35,5740.349999999999,72.0,273.35
1394,Research & Development,Research Scientist,2996.0,3.0,6.0,299.6,149.8,3145.7999999999997,72.0,149.8
1395,Sales,Sales Executive,9998.0,3.0,5.0,999.8,499.9,10497.9,70.0,499.90000000000003
1396,Sales,Sales Executive,4078.0,3.0,3.0,407.8,203.9,4281.900000000001,66.0,203.9
1397,Research & Development,Healthcare Representative,10920.0,4.0,6.0,1092.0,546.0,11466.0,92.0,546.0
1399,Sales,Sales Executive,6232.0,3.0,3.0,623.2,311.6,6543.599999999999,66.0,311.6
1401,Research & Development,Manufacturing Director,13247.0,3.0,5.0,1324.7,662.35,13909.35,70.0,662.35
1402,Research & Development,Research Scientist,4081.0,3.0,20.0,408.1,204.05,4285.05,100.0,204.05
1403,Sales,Sales Executive,5769.0,3.0,6.0,576.9,288.45,6057.45,72.0,288.45
1405,Research & Development,Research Scientist,2394.0,3.0,8.0,239.4,119.7,2513.7000000000003,76.0,119.7
1407,Research & Development,Research Scientist,3904.0,3.0,4.0,390.4,195.2,4099.2,68.0,195.20000000000002
1408,Human Resources,Manager,16799.0,3.0,20.0,1679.9,839.95,17638.95,100.0,839.95
1409,Research & Development,Laboratory Technician,2950.0,3.0,5.0,295.0,147.5,3097.5,70.0,147.5
1411,Research & Development,Laboratory Technician,3629.0,3.0,3.0,362.9,181.45,3810.4500000000003,66.0,181.45000000000002
1412,Research & Development,Manufacturing Director,9362.0,3.0,2.0,936.2,468.1,9830.1,64.0,468.1
1415,Research & Development,Laboratory Technician,3229.0,3.0,3.0,322.90000000000003,161.45000000000002,3390.4500000000003,66.0,161.45000000000002
1417,Research & Development,Laboratory Technician,3578.0,3.0,7.0,357.8,178.9,3756.9,74.0,178.9
1419,Human Resources,Human Resources,7988.0,3.0,10.0,798.8000000000001,399.4,8387.4,80.0,399.40000000000003
1420,Research & Development,Laboratory Technician,4284.0,4.0,4.0,428.4,214.2,4498.2,88.0,214.20000000000002
1421,Research & Development,Healthcare Representative,7553.0,3.0,8.0,755.3000000000001,377.65,7930.65,76.0,377.65000000000003
1422,Research & Development,Research Director,17328.0,3.0,20.0,1732.8000000000002,866.4000000000001,18194.399999999998,100.0,866.4000000000001
1423,Research & Development,Research Director,19701.0,4.0,9.0,1970.1,985.05,20686.05,98.0,985.0500000000001
1424,Research & Development,Research Director,14732.0,3.0,7.0,1473.2,736.6,15468.6,74.0,736.6
1425,Sales,Sales Executive,9278.0,3.0,5.0,927.8,463.9,9741.9,70.0,463.90000000000003
1427,Sales,Sales Representative,1359.0,3.0,1.0,135.9,67.95,1426.95,62.0,67.95
1428,Sales,Sales Executive,4779.0,3.0,3.0,477.9,238.95,5017.95,66.0,238.95000000000002
1430,Research & Development,Research Director,16422.0,3.0,3.0,1642.2,821.1,17243.100000000002,66.0,821.1
1431,Research & Development,Research Scientist,2996.0,3.0,4.0,299.6,149.8,3145.7999999999997,68.0,149.8
1433,Research & Development,Research Scientist,1261.0,3.0,1.0,126.1,63.05,1324.05,62.0,63.050000000000004
1434,Research & Development,Laboratory Technician,2099.0,3.0,5.0,209.9,104.95,2203.9500000000003,70.0,104.95
1435,Research & Development,Laboratory Technician,5810.0,3.0,10.0,581.0,290.5,6100.5,80.0,290.5
1436,Sales,Sales Executive,5647.0,3.0,3.0,564.7,282.35,5929.349999999999,66.0,282.35
1438,Research & Development,Research Scientist,3420.0,3.0,6.0,342.0,171.0,3591.0,72.0,171.0
1439,Sales,Sales Representative,4400.0,3.0,3.0,440.0,220.0,4620.0,66.0,220.0
1440,Research & Development,Laboratory Technician,3500.0,3.0,6.0,350.0,175.0,3675.0,72.0,175.0
1441,Research & Development,Research Scientist,2066.0,4.0,3.0,206.6,103.3,2169.2999999999997,86.0,103.30000000000001
1443,Research & Development,Research Director,17169.0,3.0,20.0,1716.9,858.45,18027.45,100.0,858.45
1445,Sales,Sales Executive,4162.0,3.0,5.0,416.2000000000001,208.1,4370.099999999999,70.0,208.10000000000002
1446,Sales,Sales Executive,9204.0,3.0,4.0,920.4,460.2000000000001,9664.199999999999,68.0,460.20000000000005
1447,Research & Development,Laboratory Technician,3294.0,3.0,5.0,329.40000000000003,164.70000000000002,3458.7000000000003,70.0,164.70000000000002
1448,Research & Development,Research Scientist,2127.0,3.0,4.0,212.7,106.35,2233.35,68.0,106.35000000000001
1449,Research & Development,Laboratory Technician,3975.0,3.0,8.0,397.5,198.75,4173.75,76.0,198.75
1453,Sales,Sales Executive,10793.0,3.0,13.0,1079.3,539.65,11332.65,86.0,539.65
1457,Sales,Sales Executive,10096.0,3.0,7.0,1009.6,504.8,10600.800000000001,74.0,504.8
1458,Research & Development,Laboratory Technician,3646.0,4.0,1.0,364.6,182.3,3828.2999999999997,82.0,182.3
1459,Research & Development,Manufacturing Director,7446.0,3.0,10.0,744.6,372.3,7818.3,80.0,372.3
1460,Research & Development,Healthcare Representative,10851.0,3.0,7.0,1085.1,542.5500000000001,11393.550000000001,74.0,542.5500000000001
1461,Human Resources,Human Resources,2109.0,3.0,3.0,210.9,105.45,2214.4500000000003,66.0,105.45
1464,Research & Development,Laboratory Technician,3722.0,3.0,2.0,372.2000000000001,186.1,3908.1000000000004,64.0,186.10000000000002
1465,Research & Development,Manufacturing Director,9380.0,3.0,3.0,938.0,469.0,9849.0,66.0,469.0
1466,Sales,Sales Executive,5486.0,3.0,2.0,548.6,274.3,5760.3,64.0,274.3
1467,Human Resources,Human Resources,2742.0,3.0,2.0,274.2,137.1,2879.1,64.0,137.1
